Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1765574176,30,,Aggregated,0.000000,0.000000,370,410,440,450,460,460,460,460,460,460,460,20,0,300.0,354.35709600133123,276.82629199989606,459.9958339967998,453.75
1765574177,40,POST,/api/v1/accounts/open-debit-card-account,0.000000,0.000000,440,450,450,460,460,460,460,460,460,460,460,10,0,420.0,420.3340959997149,373.5097080061678,459.9958339967998,690.5
1765574177,40,POST,/api/v1/users,0.000000,0.000000,290,290,290,300,300,300,300,300,300,300,300,10,0,290.0,288.38009600294754,276.82629199989606,299.12079199857544,217.0
1765574177,40,,Aggregated,0.000000,0.000000,370,410,440,450,460,460,460,460,460,460,460,20,0,300.0,354.35709600133123,276.82629199989606,459.9958339967998,453.75
1765574178,50,POST,/api/v1/accounts/open-debit-card-account,5.000000,0.000000,560,650,690,730,770,840,880,920,920,920,920,86,0,510.0,559.9094476519683,354.6146669978043,915.8835829875898,691.8720930232558
1765574178,50,POST,/api/v1/users,5.000000,0.000000,320,340,350,350,410,420,430,430,430,430,430,40,0,310.0,321.25535945124284,272.4292500060983,426.6765420034062,220.425
1765574178,50,,Aggregated,10.000000,0.000000,430,540,630,660,740,770,860,880,920,920,920,126,0,430.0,484.1462450485634,272.4292500060983,915.8835829875898,542.2063492063492
1765574179,60,POST,/api/v1/accounts/open-debit-card-account,5.000000,0.000000,560,650,690,730,770,840,880,920,920,920,920,86,0,510.0,559.9094476519683,354.6146669978043,915.8835829875898,691.8720930232558
1765574179,60,POST,/api/v1/users,5.000000,0.000000,320,340,350,350,410,420,430,430,430,430,430,40,0,310.0,321.25535945124284,272.4292500060983,426.6765420034062,220.425
1765574179,60,,Aggregated,10.000000,0.000000,430,540,630,660,740,770,860,880,920,920,920,126,0,430.0,484.1462450485634,272.4292500060983,915.8835829875898,542.2063492063492
1765574180,70,POST,/api/v1/accounts/open-debit-card-account,5.000000,0.000000,560,650,690,730,770,840,880,920,920,920,920,86,0,510.0,559.9094476519683,354.6146669978043,915.8835829875898,691.8720930232558
1765574180,70,POST,/api/v1/users,5.000000,0.000000,320,340,350,350,410,420,430,430,430,430,430,40,0,310.0,321.25535945124284,272.4292500060983,426.6765420034062,220.425
1765574180,70,,Aggregated,10.000000,0.000000,430,540,630,660,740,770,860,880,920,920,920,126,0,430.0,484.1462450485634,272.4292500060983,915.8835829875898,542.2063492063492
1765574181,80,POST,/api/v1/accounts/open-debit-card-account,20.000000,0.000000,780,920,1000,1100,1200,1500,1800,1900,1900,1900,1900,188,0,770.0,813.8724111116236,354.6146669978043,1890.3205829992658,692.2127659574468
1765574181,80,POST,/api/v1/users,8.000000,0.000000,350,410,420,430,480,480,570,570,570,570,570,70,0,340.0,363.3215929009436,272.4292500060983,574.9060409871163,221.21428571428572
1765574181,80,,Aggregated,28.000000,0.000000,630,790,900,1000,1100,1300,1600,1800,1900,1900,1900,258,0,630.0,691.6299410544624,272.4292500060983,1890.3205829992658,564.422480620155
1765574182,90,POST,/api/v1/accounts/open-debit-card-account,20.000000,0.000000,780,920,1000,1100,1200,1500,1800,1900,1900,1900,1900,188,0,770.0,813.8724111116236,354.6146669978043,1890.3205829992658,692.2127659574468
1765574182,90,POST,/api/v1/users,8.000000,0.000000,350,410,420,430,480,480,570,570,570,570,570,70,0,340.0,363.3215929009436,272.4292500060983,574.9060409871163,221.21428571428572
1765574182,90,,Aggregated,28.000000,0.000000,630,790,900,1000,1100,1300,1600,1800,1900,1900,1900,258,0,630.0,691.6299410544624,272.4292500060983,1890.3205829992658,564.422480620155
1765574183,100,POST,/api/v1/accounts/open-debit-card-account,20.000000,0.000000,780,920,1000,1100,1200,1500,1800,1900,1900,1900,1900,188,0,770.0,813.8724111116236,354.6146669978043,1890.3205829992658,692.2127659574468
1765574183,100,POST,/api/v1/users,8.000000,0.000000,350,410,420,430,480,480,570,570,570,570,570,70,0,340.0,363.3215929009436,272.4292500060983,574.9060409871163,221.21428571428572
1765574183,100,,Aggregated,28.000000,0.000000,630,790,900,1000,1100,1300,1600,1800,1900,1900,1900,258,0,630.0,691.6299410544624,272.4292500060983,1890.3205829992658,564.422480620155
1765574184,110,POST,/api/v1/accounts/open-debit-card-account,27.375000,0.000000,1100,1300,1500,1600,2000,2200,2300,2300,2400,2400,2400,332,0,1100.0,1147.6185300902632,354.6146669978043,2421.7544169950997,692.5692771084338
1765574184,110,POST,/api/v1/users,8.750000,0.000000,410,430,450,480,540,550,570,570,570,570,570,100,0,400.0,394.97214755014284,272.4292500060983,574.9060409871163,221.59
1765574184,110,,Aggregated,36.125000,0.000000,900,1100,1400,1500,1900,2100,2300,2300,2400,2400,2400,432,0,880.0,973.3948304281984,272.4292500060983,2421.7544169950997,583.5462962962963
1765574185,120,POST,/api/v1/accounts/open-debit-card-account,27.375000,0.000000,1100,1300,1500,1600,2000,2200,2300,2300,2400,2400,2400,332,0,1100.0,1147.6185300902632,354.6146669978043,2421.7544169950997,692.5692771084338
1765574185,120,POST,/api/v1/users,8.750000,0.000000,410,430,450,480,540,550,570,570,570,570,570,100,0,400.0,394.97214755014284,272.4292500060983,574.9060409871163,221.59
1765574185,120,,Aggregated,36.125000,0.000000,900,1100,1400,1500,1900,2100,2300,2300,2400,2400,2400,432,0,880.0,973.3948304281984,272.4292500060983,2421.7544169950997,583.5462962962963
1765574186,130,POST,/api/v1/accounts/open-debit-card-account,27.375000,0.000000,1100,1400,1600,1700,2000,2200,2300,2400,2400,2400,2400,332,0,1100.0,1147.6185300902632,354.6146669978043,2421.7544169950997,692.5692771084338
1765574186,130,POST,/api/v1/users,8.750000,0.000000,420,450,480,500,540,560,570,570,570,570,570,100,0,400.0,394.97214755014284,272.4292500060983,574.9060409871163,221.59
1765574186,130,,Aggregated,36.125000,0.000000,1000,1200,1500,1600,1900,2200,2300,2300,2400,2400,2400,432,0,880.0,973.3948304281984,272.4292500060983,2421.7544169950997,583.5462962962963
1765574187,140,POST,/api/v1/accounts/open-debit-card-account,34.600000,0.000000,1600,1900,2100,2200,2300,2300,2400,2400,2500,2500,2500,472,0,1400.0,1428.5310347731556,354.6146669978043,2543.568958004471,692.9512711864406
1765574187,140,POST,/api/v1/users,10.000000,0.000000,460,540,560,570,590,620,760,800,810,810,810,130,0,420.0,440.9503628695697,272.4292500060983,810.4911249974975,222.69230769230768
1765574187,140,,Aggregated,44.600000,0.000000,1200,1700,2000,2100,2300,2300,2400,2400,2500,2500,2500,602,0,1100.0,1215.2661056245408,272.4292500060983,2543.568958004471,591.4003322259136
1765574188,150,POST,/api/v1/accounts/open-debit-card-account,34.600000,0.000000,1600,1900,2100,2200,2300,2300,2400,2400,2500,2500,2500,472,0,1400.0,1428.5310347731556,354.6146669978043,2543.568958004471,692.9512711864406
1765574188,150,POST,/api/v1/users,10.000000,0.000000,460,540,560,570,590,620,760,800,810,810,810,130,0,420.0,440.9503628695697,272.4292500060983,810.4911249974975,222.69230769230768
1765574188,150,,Aggregated,44.600000,0.000000,1200,1700,2000,2100,2300,2300,2400,2400,2500,2500,2500,602,0,1100.0,1215.2661056245408,272.4292500060983,2543.568958004471,591.4003322259136
1765574189,160,POST,/api/v1/accounts/open-debit-card-account,34.600000,0.000000,1800,2100,2200,2200,2300,2400,2400,2400,2500,2500,2500,472,0,1400.0,1428.5310347731556,354.6146669978043,2543.568958004471,692.9512711864406
1765574189,160,POST,/api/v1/users,10.000000,0.000000,510,560,570,580,610,670,800,810,810,810,810,130,0,420.0,440.9503628695697,272.4292500060983,810.4911249974975,222.69230769230768
1765574189,160,,Aggregated,44.600000,0.000000,1600,2000,2100,2200,2300,2300,2400,2400,2500,2500,2500,602,0,1100.0,1215.2661056245408,272.4292500060983,2543.568958004471,591.4003322259136
1765574190,170,POST,/api/v1/accounts/open-debit-card-account,42.300000,0.000000,2100,2300,2400,2600,2900,3100,3200,3200,3300,3300,3300,599,0,1800.0,1718.6325922353194,354.6146669978043,3348.4696660016198,693.2136894824708
1765574190,170,POST,/api/v1/users,10.000000,0.000000,570,590,680,720,740,770,780,800,810,810,810,160,0,460.0,490.6105487126297,272.4292500060983,810.4911249974975,222.0625
1765574190,170,,Aggregated,52.300000,0.000000,1800,2200,2400,2400,2900,3000,3200,3200,3300,3300,3300,759,0,1300.0,1459.7610152081386,272.4292500060983,3348.4696660016198,593.8932806324111
1765574191,180,POST,/api/v1/accounts/open-debit-card-account,42.300000,0.000000,2100,2300,2400,2600,2900,3100,3200,3200,3300,3300,3300,599,0,1800.0,1718.6325922353194,354.6146669978043,3348.4696660016198,693.2136894824708
1765574191,180,POST,/api/v1/users,10.000000,0.000000,570,590,680,720,740,770,780,800,810,810,810,160,0,460.0,490.6105487126297,272.4292500060983,810.4911249974975,222.0625
1765574191,180,,Aggregated,52.300000,0.000000,1800,2200,2400,2400,2900,3000,3200,3200,3300,3300,3300,759,0,1300.0,1459.7610152081386,272.4292500060983,3348.4696660016198,593.8932806324111
1765574192,190,POST,/api/v1/accounts/open-debit-card-account,42.300000,0.000000,2300,2400,2700,2800,3000,3100,3200,3200,3300,3300,3300,599,0,1800.0,1718.6325922353194,354.6146669978043,3348.4696660016198,693.2136894824708
1765574192,190,POST,/api/v1/users,10.000000,0.000000,590,690,720,730,760,780,800,810,810,810,810,160,0,460.0,490.6105487126297,272.4292500060983,810.4911249974975,222.0625
1765574192,190,,Aggregated,52.300000,0.000000,2200,2300,2500,2700,3000,3100,3200,3200,3300,3300,3300,759,0,1300.0,1459.7610152081386,272.4292500060983,3348.4696660016198,593.8932806324111
1765574193,200,POST,/api/v1/accounts/open-debit-card-account,43.800000,0.000000,2500,3000,3100,3100,3300,3500,3800,3800,4000,4000,4000,718,0,2100.0,1973.3142219149443,354.6146669978043,3993.289707999793,693.1922005571031
1765574193,200,POST,/api/v1/users,10.000000,0.000000,710,760,800,810,840,900,940,1000,1000,1000,1000,189,0,540.0,544.8483134975297,272.4292500060983,998.4363340045093,222.24867724867724
1765574193,200,,Aggregated,53.800000,0.000000,2300,2700,3000,3100,3200,3400,3700,3800,4000,4000,4000,907,0,1600.0,1675.6515353759241,272.4292500060983,3993.289707999793,595.0573318632855
1765574194,210,POST,/api/v1/accounts/open-debit-card-account,43.800000,0.000000,2500,3000,3100,3100,3300,3500,3800,3800,4000,4000,4000,718,0,2100.0,1973.3142219149443,354.6146669978043,3993.289707999793,693.1922005571031
1765574194,210,POST,/api/v1/users,10.000000,0.000000,710,760,800,810,840,900,940,1000,1000,1000,1000,189,0,540.0,544.8483134975297,272.4292500060983,998.4363340045093,222.24867724867724
1765574194,210,,Aggregated,53.800000,0.000000,2300,2700,3000,3100,3200,3400,3700,3800,4000,4000,4000,907,0,1600.0,1675.6515353759241,272.4292500060983,3993.289707999793,595.0573318632855
1765574195,220,POST,/api/v1/accounts/open-debit-card-account,43.800000,0.000000,2900,3100,3200,3200,3400,3600,3800,3900,4000,4000,4000,718,0,2100.0,1973.3142219149443,354.6146669978043,3993.289707999793,693.1922005571031
1765574195,220,POST,/api/v1/users,10.000000,0.000000,750,800,820,830,890,930,1000,1000,1000,1000,1000,189,0,540.0,544.8483134975297,272.4292500060983,998.4363340045093,222.24867724867724
1765574195,220,,Aggregated,53.800000,0.000000,2700,3000,3100,3200,3300,3500,3800,3900,4000,4000,4000,907,0,1600.0,1675.6515353759241,272.4292500060983,3993.289707999793,595.0573318632855
1765574196,230,POST,/api/v1/accounts/open-debit-card-account,43.000000,0.000000,3100,3400,3500,3600,4200,4600,4700,4800,4900,4900,4900,837,0,2300.0,2254.4391967776314,354.6146669978043,4896.108125001774,693.236559139785
1765574196,230,POST,/api/v1/users,10.000000,0.000000,800,830,830,840,890,920,1000,1000,1000,1000,1000,220,0,570.0,587.1418005591047,272.4292500060983,1030.7440420001512,222.3272727272727
1765574196,230,,Aggregated,53.000000,0.000000,3000,3200,3500,3500,3900,4500,4600,4800,4900,4900,4900,1057,0,1800.0,1907.414194726472,272.4292500060983,4896.108125001774,595.2232734153264
1765574197,240,POST,/api/v1/accounts/open-debit-card-account,43.000000,0.000000,3100,3400,3500,3600,4200,4600,4700,4800,4900,4900,4900,837,0,2300.0,2254.4391967776314,354.6146669978043,4896.108125001774,693.236559139785
1765574197,240,POST,/api/v1/users,10.000000,0.000000,800,830,830,840,890,920,1000,1000,1000,1000,1000,220,0,570.0,587.1418005591047,272.4292500060983,1030.7440420001512,222.3272727272727
1765574197,240,,Aggregated,53.000000,0.000000,3000,3200,3500,3500,3900,4500,4600,4800,4900,4900,4900,1057,0,1800.0,1907.414194726472,272.4292500060983,4896.108125001774,595.2232734153264
1765574198,250,POST,/api/v1/accounts/open-debit-card-account,43.000000,0.000000,3300,3600,3700,3800,4300,4600,4700,4800,4900,4900,4900,837,0,2300.0,2254.4391967776314,354.6146669978043,4896.108125001774,693.236559139785
1765574198,250,POST,/api/v1/users,10.000000,0.000000,830,840,850,880,920,940,1000,1000,1000,1000,1000,220,0,570.0,587.1418005591047,272.4292500060983,1030.7440420001512,222.3272727272727
1765574198,250,,Aggregated,53.000000,0.000000,3200,3500,3600,3700,4200,4600,4700,4800,4900,4900,4900,1057,0,1800.0,1907.414194726472,272.4292500060983,4896.108125001774,595.2232734153264
1765574199,260,POST,/api/v1/accounts/open-debit-card-account,40.800000,0.000000,3700,4200,4400,4500,4700,4900,5200,5200,5300,5300,5300,970,0,2400.0,2567.0109232337504,354.6146669978043,5341.815957988729,693.3567010309279
1765574199,260,POST,/api/v1/users,10.000000,0.000000,830,880,920,940,1000,1000,1000,1100,1100,1100,1100,240,0,590.0,618.7095701293098,272.4292500060983,1054.1558749973774,222.64166666666668
1765574199,260,,Aggregated,50.800000,0.000000,3500,4000,4300,4400,4700,4900,5200,5200,5300,5300,5300,1210,0,2100.0,2180.570985427911,272.4292500060983,5341.815957988729,599.99173553719
1765574200,270,POST,/api/v1/accounts/open-debit-card-account,40.800000,0.000000,3700,4200,4400,4500,4700,4900,5200,5200,5300,5300,5300,970,0,2400.0,2567.0109232337504,354.6146669978043,5341.815957988729,693.3567010309279
1765574200,270,POST,/api/v1/users,10.000000,0.000000,830,880,920,940,1000,1000,1000,1100,1100,1100,1100,240,0,590.0,618.7095701293098,272.4292500060983,1054.1558749973774,222.64166666666668
1765574200,270,,Aggregated,50.800000,0.000000,3500,4000,4300,4400,4700,4900,5200,5200,5300,5300,5300,1210,0,2100.0,2180.570985427911,272.4292500060983,5341.815957988729,599.99173553719
1765574201,280,POST,/api/v1/accounts/open-debit-card-account,40.800000,0.000000,4200,4400,4600,4600,4800,5000,5200,5300,5300,5300,5300,970,0,2400.0,2567.0109232337504,354.6146669978043,5341.815957988729,693.3567010309279
1765574201,280,POST,/api/v1/users,10.000000,0.000000,840,920,930,950,1000,1000,1000,1100,1100,1100,1100,240,0,590.0,618.7095701293098,272.4292500060983,1054.1558749973774,222.64166666666668
1765574201,280,,Aggregated,50.800000,0.000000,3900,4300,4400,4600,4800,5000,5200,5300,5300,5300,5300,1210,0,2100.0,2180.570985427911,272.4292500060983,5341.815957988729,599.99173553719
1765574202,290,POST,/api/v1/accounts/open-debit-card-account,42.800000,0.000000,4400,4600,4800,4900,5200,5400,5500,5600,5900,5900,5900,1079,0,2800.0,2812.2121309450067,354.6146669978043,5918.950167004368,693.3957367933272
1765574202,290,POST,/api/v1/users,10.000000,0.000000,920,1000,1000,1000,1200,1200,1300,1300,1300,1300,1300,270,0,690.0,669.739753992784,272.4292500060983,1258.109999995213,222.92962962962963
1765574202,290,,Aggregated,52.800000,0.000000,4200,4500,4700,4800,5200,5400,5500,5600,5900,5900,5900,1349,0,2200.0,2383.400016951605,272.4292500060983,5918.950167004368,599.2327650111193
1765574203,300,POST,/api/v1/accounts/open-debit-card-account,42.800000,0.000000,4400,4600,4800,4900,5200,5400,5500,5600,5900,5900,5900,1079,0,2800.0,2812.2121309450067,354.6146669978043,5918.950167004368,693.3957367933272
1765574203,300,POST,/api/v1/users,10.000000,0.000000,920,1000,1000,1000,1200,1200,1300,1300,1300,1300,1300,270,0,690.0,669.739753992784,272.4292500060983,1258.109999995213,222.92962962962963
1765574203,300,,Aggregated,52.800000,0.000000,4200,4500,4700,4800,5200,5400,5500,5600,5900,5900,5900,1349,0,2200.0,2383.400016951605,272.4292500060983,5918.950167004368,599.2327650111193
1765574204,300,POST,/api/v1/accounts/open-debit-card-account,42.800000,0.000000,4600,4800,5000,5200,5400,5500,5600,5700,5900,5900,5900,1079,0,2800.0,2812.2121309450067,354.6146669978043,5918.950167004368,693.3957367933272
1765574204,300,POST,/api/v1/users,10.000000,0.000000,950,1000,1100,1100,1200,1200,1300,1300,1300,1300,1300,270,0,690.0,669.739753992784,272.4292500060983,1258.109999995213,222.92962962962963
1765574204,300,,Aggregated,52.800000,0.000000,4400,4700,4800,5000,5300,5400,5600,5700,5900,5900,5900,1349,0,2200.0,2383.400016951605,272.4292500060983,5918.950167004368,599.2327650111193
1765574205,300,POST,/api/v1/accounts/open-debit-card-account,40.200000,0.000000,4900,5400,5600,5700,6000,6200,6500,6500,6900,6900,6900,1219,0,3100.0,3157.666444076847,354.6146669978043,6906.0272090137005,693.5168170631665
1765574205,300,POST,/api/v1/users,9.900000,0.000000,1000,1100,1100,1200,1200,1200,1300,1300,1300,1300,1300,300,0,740.0,715.5892084534571,272.4292500060983,1306.805207990692,223.29
1765574205,300,,Aggregated,50.100000,0.000000,4700,5200,5500,5600,5900,6100,6400,6500,6900,6900,6900,1519,0,2400.0,2675.360209259851,272.4292500060983,6906.0272090137005,600.6477946017117
1765574206,300,POST,/api/v1/accounts/open-debit-card-account,40.200000,0.000000,4900,5400,5600,5700,6000,6200,6500,6500,6900,6900,6900,1219,0,3100.0,3157.666444076847,354.6146669978043,6906.0272090137005,693.5168170631665
1765574206,300,POST,/api/v1/users,9.900000,0.000000,1000,1100,1100,1200,1200,1200,1300,1300,1300,1300,1300,300,0,740.0,715.5892084534571,272.4292500060983,1306.805207990692,223.29
